date,county,at_least_one_dose,fully_vaccinated,new_doses_administered,weekly_new_doses
2020-10-01,Alameda,53,42,3,12
2020-10-02,Alameda,53,42,0,11
2020-10-03,Alameda,53,42,0,11
2020-10-04,Alameda,53,42,0,11
2020-10-05,Alameda,53,44,2,11
2020-10-06,Alameda,53,44,0,10
2020-10-07,Alameda,53,44,0,5
2020-10-08,Alameda,53,44,0,2
2020-10-09,Alameda,53,44,0,2
2020-10-10,Alameda,54,44,1,3
2020-10-11,Alameda,54,44,0,3
2020-10-12,Alameda,54,44,0,1
2020-10-13,Alameda,54,44,0,1
2020-10-14,Alameda,54,44,0,1
2020-10-15,Alameda,54,44,0,1
2020-10-16,Alameda,54,44,0,1
2020-10-17,Alameda,54,44,0,0
2020-10-18,Alameda,54,44,0,0
2020-10-19,Alameda,54,44,0,0
2020-10-20,Alameda,55,44,1,1
2020-10-21,Alameda,55,44,0,1
2020-10-22,Alameda,55,44,0,1
2020-10-23,Alameda,55,44,0,1
2020-10-24,Alameda,56,44,1,2
2020-10-25,Alameda,56,44,0,2
2020-10-26,Alameda,56,44,0,2
2020-10-27,Alameda,57,45,1,2
2020-10-28,Alameda,57,45,0,2
2020-10-29,Alameda,58,45,1,3
2020-10-30,Alameda,58,45,0,3
2020-10-31,Alameda,58,46,1,3
2020-11-01,Alameda,59,46,1,4
2020-11-02,Alameda,60,47,1,5
2020-11-03,Alameda,60,47,0,4
2020-11-04,Alameda,60,47,0,4
2020-11-05,Alameda,60,47,0,3
2020-11-06,Alameda,60,47,0,3
2020-11-07,Alameda,60,47,0,2
2020-11-08,Alameda,60,47,0,1
2020-11-09,Alameda,61,47,1,1
2020-11-10,Alameda,61,47,0,1
2020-11-11,Alameda,61,47,0,1
2020-11-12,Alameda,61,47,0,1
2020-11-13,Alameda,61,47,0,1
2020-11-14,Alameda,61,47,0,1
2020-11-15,Alameda,61,47,0,1
2020-11-16,Alameda,61,48,1,1
2020-11-17,Alameda,62,49,1,2
2020-11-18,Alameda,62,49,0,2
2020-11-19,Alameda,64,49,2,4
2020-11-20,Alameda,64,49,0,4
2020-11-21,Alameda,65,49,1,5
2020-11-22,Alameda,66,49,1,6
2020-11-23,Alameda,67,49,1,6
2020-11-24,Alameda,69,49,2,7
2020-11-25,Alameda,70,50,1,8
2020-11-26,Alameda,70,50,0,6
2020-11-27,Alameda,70,50,0,6
2020-11-28,Alameda,70,50,0,5
2020-11-29,Alameda,70,50,0,4
2020-11-30,Alameda,70,50,1,4
2020-12-01,Alameda,79,52,9,11
2020-12-02,Alameda,84,53,5,15
2020-12-03,Alameda,86,53,2,17
2020-12-04,Alameda,87,53,1,18
2020-12-05,Alameda,88,53,1,19
2020-12-06,Alameda,89,53,1,20
2020-12-07,Alameda,90,53,1,20
2020-12-08,Alameda,96,55,6,17
2020-12-09,Alameda,98,57,2,14
2020-12-10,Alameda,100,57,2,14
2020-12-11,Alameda,104,58,4,17
2020-12-12,Alameda,112,58,8,24
2020-12-13,Alameda,116,58,4,27
2020-12-14,Alameda,121,60,5,31
2020-12-15,Alameda,170,62,50,75
2020-12-16,Alameda,399,64,232,305
2020-12-17,Alameda,950,65,555,858
2020-12-18,Alameda,3036,65,2086,2940
2020-12-19,Alameda,4464,66,1430,4362
2020-12-20,Alameda,5691,66,1230,5588
2020-12-21,Alameda,7560,69,1876,7459
2020-12-22,Alameda,9679,71,2127,9536
2020-12-23,Alameda,11723,71,2049,11353
2020-12-24,Alameda,12948,71,1225,12023
2020-12-25,Alameda,13104,71,157,10094
2020-12-26,Alameda,13943,73,842,9506
2020-12-27,Alameda,14445,73,502,8778
2020-12-28,Alameda,16347,74,1913,8815
2020-12-29,Alameda,18890,74,2547,9235
2020-12-30,Alameda,22011,75,3127,10313
2020-12-31,Alameda,23843,75,1834,10922
2020-10-01,Alpine,0,0,0,0
2020-10-02,Alpine,0,0,0,0
2020-10-03,Alpine,0,0,0,0
2020-10-04,Alpine,0,0,0,0
2020-10-05,Alpine,0,0,0,0
2020-10-06,Alpine,0,0,0,0
2020-10-07,Alpine,0,0,0,0
2020-10-08,Alpine,0,0,0,0
2020-10-09,Alpine,0,0,0,0
2020-10-10,Alpine,0,0,0,0
2020-10-11,Alpine,0,0,0,0
2020-10-12,Alpine,0,0,0,0
2020-10-13,Alpine,0,0,0,0
2020-10-14,Alpine,0,0,0,0
2020-10-15,Alpine,0,0,0,0
2020-10-16,Alpine,0,0,0,0
2020-10-17,Alpine,0,0,0,0
2020-10-18,Alpine,0,0,0,0
2020-10-19,Alpine,0,0,0,0
2020-10-20,Alpine,0,0,0,0
2020-10-21,Alpine,0,0,0,0
2020-10-22,Alpine,0,0,0,0
2020-10-23,Alpine,0,0,0,0
2020-10-24,Alpine,0,0,0,0
2020-10-25,Alpine,0,0,0,0
2020-10-26,Alpine,0,0,0,0
2020-10-27,Alpine,0,0,0,0
2020-10-28,Alpine,0,0,0,0
2020-10-29,Alpine,0,0,0,0
2020-10-30,Alpine,0,0,0,0
2020-10-31,Alpine,0,0,0,0
2020-11-01,Alpine,0,0,0,0
2020-11-02,Alpine,0,0,0,0
2020-11-03,Alpine,0,0,0,0
2020-11-04,Alpine,0,0,0,0
2020-11-05,Alpine,0,0,0,0
2020-11-06,Alpine,0,0,0,0
2020-11-07,Alpine,0,0,0,0
2020-11-08,Alpine,0,0,0,0
2020-11-09,Alpine,0,0,0,0
2020-11-10,Alpine,0,0,0,0
2020-11-11,Alpine,0,0,0,0
2020-11-12,Alpine,0,0,0,0
2020-11-13,Alpine,0,0,0,0
2020-11-14,Alpine,0,0,0,0
2020-11-15,Alpine,0,0,0,0
2020-11-16,Alpine,0,0,0,0
2020-11-17,Alpine,0,0,0,0
2020-11-18,Alpine,0,0,0,0
2020-11-19,Alpine,0,0,0,0
2020-11-20,Alpine,0,0,0,0
2020-11-21,Alpine,0,0,0,0
2020-11-22,Alpine,0,0,0,0
2020-11-23,Alpine,0,0,0,0
2020-11-24,Alpine,0,0,0,0
2020-11-25,Alpine,0,0,0,0
2020-11-26,Alpine,0,0,0,0
2020-11-27,Alpine,0,0,0,0
2020-11-28,Alpine,0,0,0,0
2020-11-29,Alpine,0,0,0,0
2020-11-30,Alpine,0,0,0,0
2020-12-01,Alpine,0,0,0,0
2020-12-02,Alpine,0,0,0,0
2020-12-03,Alpine,0,0,0,0
2020-12-04,Alpine,0,0,0,0
2020-12-05,Alpine,0,0,0,0
2020-12-06,Alpine,0,0,0,0
2020-12-07,Alpine,0,0,0,0
2020-12-08,Alpine,0,0,0,0
2020-12-09,Alpine,0,0,0,0
2020-12-10,Alpine,0,0,0,0
2020-12-11,Alpine,0,0,0,0
2020-12-12,Alpine,0,0,0,0
2020-12-13,Alpine,0,0,0,0
2020-12-14,Alpine,0,0,0,0
2020-12-15,Alpine,0,0,0,0
2020-12-16,Alpine,0,0,0,0
2020-12-17,Alpine,0,0,0,0
2020-12-18,Alpine,2,0,2,2
2020-12-19,Alpine,3,0,1,3
2020-12-20,Alpine,3,0,0,3
2020-12-21,Alpine,4,0,1,4
2020-12-22,Alpine,4,0,0,4
2020-12-23,Alpine,5,0,1,5
2020-12-24,Alpine,5,0,0,5
2020-12-25,Alpine,5,0,0,3
2020-12-26,Alpine,5,0,0,2
2020-12-27,Alpine,5,0,0,2
2020-12-28,Alpine,5,0,0,1
2020-12-29,Alpine,6,0,1,2
2020-12-30,Alpine,21,0,15,16
2020-12-31,Alpine,22,0,1,17
2020-10-01,Amador,0,0,0,0
2020-10-02,Amador,0,0,0,0
2020-10-03,Amador,0,0,0,0
2020-10-04,Amador,0,0,0,0
2020-10-05,Amador,0,0,0,0
2020-10-06,Amador,0,0,0,0
2020-10-07,Amador,0,0,0,0
2020-10-08,Amador,0,0,0,0
2020-10-09,Amador,0,0,0,0
2020-10-10,Amador,0,0,0,0
2020-10-11,Amador,0,0,0,0
2020-10-12,Amador,0,0,0,0
2020-10-13,Amador,0,0,0,0
2020-10-14,Amador,0,0,0,0
2020-10-15,Amador,0,0,0,0
2020-10-16,Amador,0,0,0,0
2020-10-17,Amador,0,0,0,0
2020-10-18,Amador,0,0,0,0
2020-10-19,Amador,0,0,0,0
2020-10-20,Amador,0,0,0,0
2020-10-21,Amador,0,0,0,0
2020-10-22,Amador,0,0,0,0
2020-10-23,Amador,0,0,0,0
2020-10-24,Amador,0,0,0,0
2020-10-25,Amador,0,0,0,0
2020-10-26,Amador,0,0,0,0
2020-10-27,Amador,0,0,0,0
2020-10-28,Amador,0,0,0,0
2020-10-29,Amador,0,0,0,0
2020-10-30,Amador,0,0,0,0
2020-10-31,Amador,0,0,0,0
2020-11-01,Amador,0,0,0,0
2020-11-02,Amador,0,0,0,0
2020-11-03,Amador,0,0,0,0
2020-11-04,Amador,0,0,0,0
2020-11-05,Amador,0,0,0,0
2020-11-06,Amador,0,0,0,0
2020-11-07,Amador,0,0,0,0
2020-11-08,Amador,0,0,0,0
2020-11-09,Amador,0,0,0,0
2020-11-10,Amador,0,0,0,0
2020-11-11,Amador,0,0,0,0
2020-11-12,Amador,0,0,0,0
2020-11-13,Amador,0,0,0,0
2020-11-14,Amador,0,0,0,0
2020-11-15,Amador,0,0,0,0
2020-11-16,Amador,0,0,0,0
2020-11-17,Amador,0,0,0,0
2020-11-18,Amador,0,0,0,0
2020-11-19,Amador,1,0,1,1
2020-11-20,Amador,1,0,0,1
2020-11-21,Amador,1,0,0,1
2020-11-22,Amador,1,0,0,1
2020-11-23,Amador,1,0,0,1
2020-11-24,Amador,1,0,0,1
2020-11-25,Amador,1,0,0,1
2020-11-26,Amador,1,0,0,0
2020-11-27,Amador,1,0,0,0
2020-11-28,Amador,2,0,1,1
2020-11-29,Amador,2,0,0,1
